lambda,alpha0,alpha1,alpha2,iteration
0.04,0.0043,0.0023,0.0,0
0.04,0.0013,0.0011,0.0005,0
0.04,0.0023,0.0011,0.0009,0
0.04,0.0015,0.0008,0.0,0
0.04,0.0009,0.0003,0.0,0
0.04,0.0005,0.0001,0.0,0
0.04,0.001,0.0004,0.0,0
0.04,0.0009,0.0007,0.0001,0
0.04,0.0049,0.0023,0.0001,0
0.04,0.0015,0.0009,0.0,0
0.04,0.0013,0.0003,0.0,0
0.04,0.0,0.0001,0.0,0
0.04,0.0,0.0,0.0006,0
0.04,0.0016,0.0006,0.0,0
0.04,0.0,0.0,0.0,0
0.04,0.0,0.0002,0.0011,0
0.04,0.0,0.0002,0.0006,0
0.04,0.0011,0.0009,0.0006,0
0.04,0.0013,0.0005,0.0006,0
0.04,0.0022,0.001,0.0007,0
0.04,0.0018,0.0009,0.0,0
0.04,0.0014,0.0004,0.0008,0
0.04,0.001,0.0008,0.0,0
0.04,0.0027,0.0013,0.0,0
0.04,0.002,0.0006,0.0,0
0.04,0.0018,0.0008,0.0,0
0.04,0.0021,0.0009,0.0,0
0.04,0.0009,0.0006,0.0005,0
0.04,0.0015,0.0009,0.0004,0
0.04,0.0013,0.0005,0.0004,0
0.04,0.0006,0.0004,0.0001,0
0.04,0.0,0.0,0.0001,0
0.04,0.0,0.0,0.0,0
0.04,0.0053,0.0018,0.0,0
0.04,0.0006,0.0003,0.001,0
0.04,0.0006,0.0001,0.0008,0
0.04,0.0025,0.0013,0.0004,0
0.04,0.0006,0.0004,0.0,0
0.04,0.0039,0.0015,0.0,0
0.04,0.0002,0.0,0.0001,0
0.04,0.0,0.001,0.0,0
0.04,0.0008,0.0006,0.0,0
0.04,0.0,0.0,0.0,0
0.04,0.0019,0.0009,0.0,0
0.04,0.0043,0.0028,0.0008,0
0.04,0.0051,0.0022,0.001,0
0.04,0.0,0.0002,0.0004,0
0.04,0.0012,0.0008,0.0,0
0.04,0.006,0.0028,0.0,0
0.04,0.0024,0.0012,0.0009,0
0.04,0.7,0.35,0.15,1
0.04,0.656,0.3274,0.1318,1
0.04,0.5872,0.2959,0.0833,1
0.04,0.4263,0.2153,0.0,1
0.04,0.2456,0.1103,0.0,1
0.04,0.1518,0.0578,0.0019,1
0.04,0.0734,0.0182,0.0,1
0.04,0.0114,0.0,0.0032,1
0.04,0.0,0.0,0.0,1
0.04,0.0005,0.0002,0.0021,1
0.04,0.0,0.0,0.003,1
0.04,0.0,0.0,0.002,1
0.04,0.0,0.0,0.0,1
0.04,0.0002,0.0,0.0011,1
0.04,0.0,0.0,0.0,1
0.04,0.0003,0.0,0.0041,1
0.04,0.0002,0.0,0.0008,1
0.04,0.0,0.0,0.0012,1
0.04,0.0001,0.0,0.0038,1
0.04,0.0,0.0,0.0014,1
0.04,0.0002,0.0002,0.0059,1
0.04,0.0018,0.0004,0.0111,1
0.04,0.0,0.0,0.0015,1
0.04,0.0,0.0001,0.0035,1
0.04,0.0,0.0,0.0003,1
0.04,0.0,0.0,0.0,1
0.04,0.0002,0.0001,0.0046,1
0.04,0.0,0.0,0.0139,1
0.04,0.0,0.0,0.0169,1
0.04,0.0,0.0,0.0,1
0.04,0.0001,0.0003,0.0034,1
0.04,0.0013,0.0003,0.0049,1
0.04,0.0004,0.0,0.0025,1
0.04,0.0018,0.0008,0.0056,1
0.04,0.0,0.0,0.0015,1
0.04,0.0004,0.0,0.0067,1
0.04,0.0008,0.0009,0.0052,1
0.04,0.0,0.0,0.0065,1
0.04,0.0,0.0,0.0038,1
0.04,0.0,0.0,0.0035,1
0.04,0.0015,0.0003,0.0111,1
0.04,0.0001,0.0,0.0034,1
0.04,0.0,0.0,0.0,1
0.04,0.0005,0.0003,0.0046,1
0.04,0.0,0.0,0.0,1
0.04,0.0005,0.0005,0.0102,1
0.04,0.0,0.0,0.0092,1
0.04,0.0025,0.0015,0.0061,1
0.04,0.0007,0.0,0.0078,1
0.04,0.0,0.0001,0.0,1
0.04,0.0016,0.0004,0.0034,1
0.04,0.0,0.0,0.0,1
0.04,0.0006,0.0,0.0067,1
0.04,0.0007,0.0002,0.0035,1
0.04,0.0005,0.0002,0.003,1
0.04,0.0,0.0,0.0016,1
0.04,0.0001,0.0,0.0054,1
0.04,0.0,0.0,0.0041,1
0.04,0.0,0.0,0.0051,1
0.04,0.0,0.0,0.0057,1
0.04,0.0,0.0,0.0067,1
0.04,0.0,0.0,0.0,1
0.04,0.0008,0.0005,0.0088,1
0.04,0.0,0.0,0.0062,1
0.04,0.0,0.0,0.0059,1
0.04,0.0001,0.0,0.0043,1
0.04,0.0016,0.0008,0.0102,1
0.04,0.0002,0.0003,0.007,1
0.04,0.0,0.0,0.0036,1
0.04,0.0,0.0,0.0,1
0.04,0.0,0.0,0.0022,1
0.04,0.0004,0.0003,0.0043,1
0.04,0.0011,0.0004,0.0054,1
0.04,0.0005,0.0004,0.0009,1
0.04,0.0,0.0,0.0048,1
0.04,0.0,0.0,0.0031,1
0.04,0.0,0.0,0.0,1
0.04,0.0005,0.0004,0.0021,1
0.04,0.0,0.0,0.0041,1
0.04,0.0015,0.0,0.0174,1
0.04,0.0003,0.0001,0.0176,1
0.04,0.0,0.0,0.0067,1
0.04,0.0,0.0,0.0011,1
0.04,0.0006,0.0,0.0032,1
0.04,0.0015,0.001,0.0048,1
0.04,0.0007,0.0002,0.0033,1
0.04,0.0019,0.0004,0.0057,1
0.04,0.0006,0.0001,0.005,1
0.04,0.0021,0.001,0.0112,1
0.04,0.0009,0.0,0.0079,1
0.04,0.0005,0.0,0.0057,1
0.04,0.0,0.0,0.0012,1
0.04,0.0,0.0,0.0017,1
0.04,0.0,0.0,0.0109,1
0.04,0.0,0.0,0.0063,1
0.04,0.0006,0.0001,0.0049,1
0.04,0.0002,0.0,0.0024,1
0.04,0.0,0.0002,0.0009,1
0.04,0.0002,0.0,0.0041,1
0.04,0.0003,0.0001,0.0074,1
0.04,0.4,0.95,0.0,2
0.04,0.3791,0.9111,0.0001,2
0.04,0.3511,0.8699,0.0,2
0.04,0.299,0.8254,0.0,2
0.04,0.1705,0.7724,0.0,2
0.04,0.0431,0.719,0.0,2
0.04,0.0023,0.6727,0.0,2
0.04,0.0002,0.6281,0.0007,2
0.04,0.0023,0.5867,0.0,2
0.04,0.0,0.5447,0.0007,2
0.04,0.0019,0.5286,0.001,2
0.04,0.0124,0.4921,0.0,2
0.04,0.0161,0.4542,0.0018,2
0.04,0.0158,0.4163,0.0008,2
0.04,0.0181,0.3793,0.0005,2
0.04,0.0348,0.3471,0.0,2
0.04,0.0373,0.3106,0.0006,2
0.04,0.0452,0.2777,0.0017,2
0.04,0.0495,0.2445,0.0,2
0.04,0.0489,0.2115,0.0015,2
0.04,0.0534,0.1997,0.0,2
0.04,0.0535,0.1677,0.0007,2
0.04,0.0557,0.138,0.0,2
0.04,0.0499,0.1064,0.0,2
0.04,0.0451,0.0783,0.0002,2
0.04,0.034,0.0513,0.0005,2
0.04,0.0299,0.029,0.0,2
0.04,0.0077,0.0072,0.0,2
0.04,0.002,0.0007,0.0,2
0.04,0.0023,0.0006,0.0007,2
0.04,0.0,0.0,0.0007,2
0.04,0.001,0.0007,0.0007,2
0.04,0.0019,0.0003,0.0,2
0.04,0.0,0.0,0.0,2
0.04,0.0009,0.0003,0.0,2
0.04,0.0,0.0,0.0006,2
0.04,0.0,0.0,0.0,2
0.04,0.0014,0.0002,0.0,2
0.04,0.0,0.0,0.0003,2
0.04,0.0,0.0,0.0,2
0.04,0.0,0.0,0.0,2
0.04,0.001,0.0001,0.0,2
0.04,0.0011,0.0003,0.0002,2
0.04,0.0022,0.0006,0.0,2
0.04,0.0,0.0,0.0,2
0.04,0.0008,0.0001,0.0,2
0.04,0.0002,0.0002,0.0,2
0.04,0.0007,0.0003,0.0,2
0.04,0.0,0.0,0.0001,2
0.04,0.0006,0.0003,0.0018,2
0.04,0.0,0.0,0.0,2
0.04,0.0002,0.0,0.0007,2
0.04,0.0006,0.0002,0.0,2
0.04,0.0011,0.0002,0.0002,2
0.04,0.0,0.0,0.0003,2
0.04,0.0,0.0,0.0007,2
0.04,0.0015,0.0001,0.0022,2
0.04,0.0,0.0,0.0,2
0.04,0.0034,0.0003,0.0,2
0.04,0.0,0.0,0.0002,2
0.04,0.0045,0.0012,0.0,2
0.04,0.0004,0.0,0.0,2
0.04,0.0,0.0,0.0006,2
0.04,0.0,0.0,0.0001,2
0.04,0.0006,0.0001,0.0,2
0.04,0.0001,0.0,0.0009,2
0.04,0.0,0.0,0.0,2
0.04,0.0002,0.0,0.0,2
0.04,0.005,0.0009,0.0001,2
0.04,0.0011,0.0001,0.0,2
0.04,0.0,0.0002,0.0025,2
0.04,0.0,0.0,0.0,2
0.04,0.0004,0.0,0.0,2
0.04,0.0,0.0,0.0003,2
0.04,0.0016,0.0,0.001,2
0.04,0.0008,0.0,0.0004,2
0.04,0.0004,0.0,0.0,2
0.04,0.0007,0.0001,0.0,2
0.04,0.0,0.0,0.0005,2
0.04,0.0006,0.0005,0.0003,2
0.04,0.0002,0.0003,0.0008,2
0.04,0.0018,0.0,0.0,2
0.04,0.0034,0.0004,0.0,2
0.04,0.0002,0.0001,0.0,2
0.04,0.0002,0.0002,0.0007,2
0.04,0.0014,0.0,0.0,2
0.04,0.0001,0.0,0.0,2
0.04,0.0,0.0001,0.0002,2
0.04,0.0026,0.0007,0.0004,2
0.04,0.0008,0.0,0.0,2
0.04,0.0,0.0,0.0,2
0.04,0.0002,0.0,0.0,2
0.04,0.0015,0.0001,0.0,2
0.04,0.0,0.0,0.0,2
0.04,0.0009,0.0002,0.0,2
0.04,0.001,0.0,0.0,2
0.04,0.0004,0.0,0.0,2
0.04,0.0009,0.0001,0.0,2
0.04,0.0,0.0,0.0,2
0.04,0.0018,0.0004,0.0,2
0.04,0.65,0.35,0.15,3
0.04,0.6159,0.3327,0.1414,3
0.04,0.5799,0.3129,0.1294,3
0.04,0.5382,0.289,0.1045,3
0.04,0.4765,0.2485,0.0204,3
0.04,0.3637,0.1154,0.0,3
0.04,0.3,0.028,0.0,3
0.04,0.2579,0.0,0.0005,3
0.04,0.219,0.0,0.001,3
0.04,0.1849,0.0,0.0113,3
0.04,0.1752,0.0,0.0239,3
0.04,0.141,0.0004,0.0314,3
0.04,0.11,0.0,0.0392,3
0.04,0.0803,0.0,0.0411,3
0.04,0.0562,0.0006,0.044,3
0.04,0.0399,0.0,0.0547,3
0.04,0.0298,0.0,0.0566,3
0.04,0.0236,0.0006,0.052,3
0.04,0.0168,0.0001,0.0459,3
0.04,0.0129,0.0,0.0406,3
0.04,0.0124,0.0,0.0385,3
0.04,0.0115,0.0008,0.0366,3
0.04,0.0115,0.0001,0.0406,3
0.04,0.0098,0.0,0.0354,3
0.04,0.0139,0.0,0.0474,3
0.04,0.0121,0.0003,0.0454,3
0.04,0.0082,0.0,0.03,3
0.04,0.0129,0.0009,0.0412,3
0.04,0.012,0.0,0.0446,3
0.04,0.0073,0.0,0.031,3
0.04,0.0081,0.0004,0.034,3
0.04,0.0077,0.0001,0.0317,3
0.04,0.0092,0.0,0.033,3
0.04,0.0088,0.0,0.0376,3
0.04,0.0103,0.0,0.0424,3
0.04,0.0098,0.0001,0.0426,3
0.04,0.0087,0.0,0.0393,3
0.04,0.0061,0.0001,0.0279,3
0.04,0.0072,0.0,0.0332,3
0.04,0.0108,0.0005,0.0489,3
0.04,0.0106,0.0011,0.0461,3
0.04,0.0092,0.0,0.0454,3
0.04,0.0086,0.0,0.0421,3
0.04,0.0084,0.0,0.0448,3
0.04,0.0091,0.0,0.0509,3
0.04,0.0115,0.0,0.0607,3
0.04,0.0082,0.0,0.0441,3
0.04,0.0099,0.0,0.0529,3
0.04,0.0083,0.0004,0.0502,3
0.04,0.0082,0.0,0.0563,3
0.04,0.0088,0.0,0.0527,3
0.04,0.0101,0.0,0.0564,3
0.04,0.0112,0.0003,0.0599,3
0.04,0.0084,0.0003,0.0534,3
0.04,0.0061,0.0,0.0502,3
0.04,0.0072,0.0,0.0469,3
0.04,0.0096,0.0,0.0542,3
0.04,0.0068,0.0,0.0488,3
0.04,0.0063,0.0,0.0477,3
0.04,0.0075,0.0,0.0523,3
0.04,0.0052,0.0006,0.0481,3
0.04,0.0071,0.0,0.0479,3
0.04,0.0076,0.0,0.0427,3
0.04,0.0056,0.0001,0.042,3
0.04,0.0072,0.0004,0.0473,3
0.04,0.0037,0.0,0.0397,3
0.04,0.0035,0.0011,0.0352,3
0.04,0.0061,0.0006,0.0415,3
0.04,0.0066,0.0,0.0488,3
0.04,0.01,0.0,0.0555,3
0.04,0.0085,0.0005,0.0475,3
0.04,0.0054,0.0,0.0394,3
0.04,0.0072,0.0,0.0375,3
0.04,0.0054,0.001,0.0389,3
0.04,0.0058,0.0,0.0426,3
0.04,0.0079,0.0001,0.0484,3
0.04,0.0052,0.0,0.0443,3
0.04,0.0044,0.0,0.0407,3
0.04,0.0048,0.0,0.0415,3
0.04,0.0048,0.001,0.0394,3
0.04,0.0041,0.0,0.0349,3
0.04,0.0042,0.0,0.032,3
0.04,0.0041,0.0,0.0273,3
0.04,0.0028,0.0,0.0248,3
0.04,0.0035,0.0002,0.0221,3
0.04,0.0029,0.0,0.0206,3
0.04,0.0042,0.0,0.0235,3
0.04,0.0016,0.0,0.0199,3
0.04,0.0006,0.0002,0.0098,3
0.04,0.0026,0.0003,0.0191,3
0.04,0.0044,0.0019,0.0244,3
0.04,0.0022,0.0005,0.0168,3
0.04,0.0045,0.0004,0.0219,3
0.04,0.0015,0.0,0.0229,3
0.04,0.0012,0.0008,0.0123,3
0.04,0.0004,0.0,0.0018,3
0.04,0.0001,0.0,0.0012,3
0.04,0.0002,0.0,0.002,3
0.04,0.0017,0.0007,0.0069,3
0.04,0.0018,0.0,0.0065,3
0.04,0.15,0.4,0.0,4
0.04,0.1362,0.3606,0.0,4
0.04,0.1184,0.3157,0.0,4
0.04,0.0876,0.2513,0.0,4
0.04,0.018,0.1321,0.0,4
0.04,0.0,0.0,0.0,4
0.04,0.0,0.0,0.0,4
0.04,0.0,0.0,0.0,4
0.04,0.0,0.0,0.0,4
0.04,0.0019,0.0015,0.0002,4
0.04,0.0019,0.0018,0.0,4
0.04,0.0045,0.0032,0.0,4
0.04,0.0009,0.0001,0.0,4
0.04,0.0012,0.0003,0.0,4
0.04,0.0023,0.0014,0.0,4
0.04,0.0003,0.0,0.0024,4
0.04,0.0011,0.0012,0.0015,4
0.04,0.0081,0.0057,0.0002,4
0.04,0.0057,0.0036,0.0,4
0.04,0.0042,0.0027,0.0,4
0.04,0.0,0.0,0.0002,4
0.04,0.0014,0.0006,0.0,4
0.04,0.0009,0.0004,0.0006,4
0.04,0.0068,0.0044,0.0,4
0.04,0.0011,0.0004,0.0011,4
0.04,0.0053,0.0026,0.0,4
0.04,0.0024,0.0018,0.0,4
0.04,0.0053,0.0031,0.0003,4
0.04,0.0057,0.0033,0.0009,4
0.04,0.0011,0.0008,0.0,4
0.04,0.001,0.0009,0.0,4
0.04,0.0012,0.0003,0.0006,4
0.04,0.0005,0.0,0.0,4
0.04,0.0014,0.0008,0.0012,4
0.04,0.0007,0.0006,0.0,4
0.04,0.0018,0.0011,0.0005,4
0.04,0.0045,0.0035,0.0013,4
0.04,0.0034,0.0023,0.0,4
0.04,0.0022,0.0013,0.0003,4
0.04,0.002,0.0015,0.0022,4
0.04,0.0077,0.005,0.0007,4
0.04,0.0033,0.0023,0.0008,4
0.04,0.0013,0.0004,0.0,4
0.04,0.002,0.0008,0.0005,4
0.04,0.0021,0.0011,0.0005,4
0.04,0.0026,0.0012,0.0,4
0.04,0.0014,0.0005,0.0002,4
0.04,0.0,0.0,0.0,4
0.04,0.0006,0.0,0.0004,4
0.04,0.0007,0.0004,0.0,4
0.04,0.0004,0.0,0.0,4
0.04,0.001,0.0001,0.0,4
0.04,0.0028,0.0018,0.0,4
0.04,0.001,0.0005,0.0,4
0.04,0.0,0.0,0.0,4
0.04,0.0009,0.0,0.0,4
0.04,0.0006,0.0002,0.0,4
0.04,0.0011,0.0005,0.0,4
0.04,0.0051,0.0048,0.0019,4
0.04,0.0026,0.0019,0.0014,4
0.04,0.0013,0.0004,0.0,4
0.04,0.0,0.0,0.0,4
0.04,0.0,0.0,0.0,4
0.04,0.0022,0.0008,0.0,4
0.04,0.0021,0.0012,0.0012,4
0.04,0.0002,0.0001,0.0,4
0.04,0.0011,0.0006,0.0,4
0.04,0.0015,0.0011,0.0,4
0.04,0.0018,0.0008,0.0,4
0.04,0.0,0.0,0.001,4
0.04,0.0015,0.0007,0.0023,4
0.04,0.0039,0.0021,0.0,4
0.04,0.0018,0.0003,0.0,4
0.04,0.0026,0.0022,0.002,4
0.04,0.0,0.0,0.0007,4
0.04,0.0028,0.0016,0.0,4
0.04,0.0016,0.0006,0.0,4
0.04,0.0011,0.0008,0.001,4
0.04,0.0004,0.0003,0.0,4
0.04,0.0042,0.0024,0.0,4
0.04,0.0029,0.0022,0.0004,4
0.04,0.0004,0.0005,0.0007,4
0.04,0.0024,0.0021,0.0009,4
0.04,0.0019,0.0007,0.0,4
0.04,0.0022,0.0004,0.0007,4
0.04,0.0003,0.0005,0.0031,4
0.04,0.0041,0.0029,0.0,4
0.04,0.0013,0.0004,0.0,4
0.04,0.0016,0.001,0.0,4
0.04,0.0043,0.0022,0.0006,4
0.04,0.0042,0.0024,0.0,4
0.04,0.0009,0.0,0.0,4
0.04,0.0027,0.0004,0.0,4
0.04,0.0083,0.0053,0.0012,4
0.04,0.0007,0.001,0.0005,4
0.04,0.002,0.0007,0.0,4
0.04,0.0,0.0,0.0006,4
0.04,0.0001,0.0,0.0,4
0.04,0.0048,0.0038,0.0026,4
0.04,0.0015,0.0011,0.0,4
0.04,0.4,0.45,0.35,5
0.04,0.3818,0.4256,0.3347,5
0.04,0.3609,0.4002,0.3145,5
0.04,0.3331,0.371,0.2941,5
0.04,0.2864,0.3342,0.2688,5
0.04,0.1765,0.2633,0.1828,5
0.04,0.0767,0.1784,0.0933,5
0.04,0.029,0.1152,0.0395,5
0.04,0.0014,0.0558,0.0,5
0.04,0.0001,0.0,0.0,5
0.04,0.0007,0.0003,0.0009,5
0.04,0.0005,0.0002,0.0003,5
0.04,0.0003,0.0001,0.0001,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0001,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0001,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0006,0.0005,0.0013,5
0.04,0.0004,0.0011,0.0029,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0005,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0001,0.0,0.0008,5
0.04,0.0003,0.0002,0.0005,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0003,0.0003,0.0005,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0006,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0004,0.0002,0.0009,5
0.04,0.0,0.0,0.0,5
0.04,0.0008,0.0011,0.0031,5
0.04,0.0006,0.0008,0.0019,5
0.04,0.0005,0.0004,0.0003,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0006,0.0004,0.0007,5
0.04,0.0,0.0,0.0,5
0.04,0.0001,0.0,0.0012,5
0.04,0.0,0.0,0.0,5
0.04,0.0003,0.0,0.0012,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0002,5
0.04,0.0,0.0,0.0,5
0.04,0.0002,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0001,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0004,0.0002,0.0005,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0005,5
0.04,0.0,0.0,0.0,5
0.04,0.0002,0.0,0.0,5
0.04,0.0,0.0003,0.0006,5
0.04,0.0006,0.0003,0.0012,5
0.04,0.0005,0.0007,0.0011,5
0.04,0.0003,0.0003,0.001,5
0.04,0.0,0.0,0.0,5
0.04,0.0007,0.0007,0.002,5
0.04,0.0,0.0,0.0,5
0.04,0.0001,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.04,0.0009,0.0007,0.003,5
0.04,0.0,0.0,0.0,5
0.04,0.0002,0.0001,0.0,5
0.04,0.0,0.0002,0.0008,5
0.04,0.0,0.0,0.0001,5
0.04,0.0,0.0,0.0,5
0.04,0.0,0.0,0.0,5
0.045,0.7,0.55,0.5,0
0.045,0.6712,0.5259,0.48,0
0.045,0.6415,0.501,0.4564,0
0.045,0.6105,0.4752,0.43,0
0.045,0.5798,0.45,0.4057,0
0.045,0.5458,0.4227,0.3742,0
0.045,0.5064,0.3923,0.3316,0
0.045,0.4508,0.354,0.2548,0
0.045,0.3275,0.2883,0.0985,0
0.045,0.157,0.1768,0.0,0
0.045,0.1265,0.1479,0.0021,0
0.045,0.0717,0.0885,0.0026,0
0.045,0.0369,0.0434,0.0,0
0.045,0.0077,0.0072,0.002,0
0.045,0.001,0.0006,0.0022,0
0.045,0.0035,0.002,0.0067,0
0.045,0.0,0.0,0.0,0
0.045,0.0018,0.0012,0.004,0
0.045,0.0015,0.001,0.0033,0
0.045,0.0043,0.003,0.0088,0
0.045,0.0011,0.0003,0.0026,0
0.045,0.002,0.0011,0.006,0
0.045,0.0007,0.0,0.002,0
0.045,0.0023,0.0017,0.0048,0
0.045,0.0002,0.0,0.0011,0
0.045,0.0016,0.0006,0.004,0
0.045,0.0003,0.0001,0.0006,0
0.045,0.0006,0.0002,0.0023,0
0.045,0.0,0.0,0.0,0
0.045,0.0018,0.0003,0.0037,0
0.045,0.0008,0.0,0.005,0
0.045,0.0002,0.0,0.0027,0
0.045,0.0002,0.0,0.0016,0
0.045,0.0009,0.0003,0.0039,0
0.045,0.0021,0.0014,0.0047,0
0.045,0.0027,0.0007,0.0077,0
0.045,0.0019,0.0007,0.0052,0
0.045,0.0037,0.0014,0.0086,0
0.045,0.0006,0.0,0.0072,0
0.045,0.0008,0.0001,0.0068,0
0.045,0.0053,0.0022,0.0102,0
0.045,0.0,0.0,0.0009,0
0.045,0.0002,0.0,0.0025,0
0.045,0.0014,0.0001,0.0051,0
0.045,0.0004,0.0003,0.006,0
0.045,0.0005,0.0003,0.0012,0
0.045,0.0019,0.0008,0.0052,0
0.045,0.0001,0.0,0.0015,0
0.045,0.0008,0.0003,0.006,0
0.045,0.0017,0.0,0.0083,0
0.045,0.0011,0.0002,0.0059,0
0.045,0.0023,0.0009,0.007,0
0.045,0.0012,0.0005,0.0033,0
0.045,0.0012,0.0002,0.0025,0
0.045,0.0029,0.0005,0.0069,0
0.045,0.0,0.0,0.0009,0
0.045,0.0023,0.0014,0.0043,0
0.045,0.0003,0.0,0.0022,0
0.045,0.0,0.0,0.0,0
0.045,0.0006,0.0,0.0012,0
0.045,0.0,0.0,0.001,0
0.045,0.0011,0.0004,0.0021,0
0.045,0.0006,0.0,0.0018,0
0.045,0.0035,0.0019,0.0059,0
0.045,0.0001,0.0,0.0006,0
0.045,0.0003,0.0,0.0018,0
0.045,0.0011,0.0011,0.0013,0
0.045,0.0034,0.0016,0.0074,0
0.045,0.0001,0.0,0.002,0
0.045,0.0027,0.0012,0.0093,0
0.045,0.0025,0.0013,0.0074,0
0.045,0.0022,0.0008,0.006,0
0.045,0.0011,0.0002,0.0039,0
0.045,0.0015,0.0007,0.0013,0
0.045,0.0006,0.0004,0.0014,0
0.045,0.0027,0.0005,0.0088,0
0.045,0.0,0.0,0.0023,0
0.045,0.0,0.0,0.0038,0
0.045,0.0009,0.0,0.0047,0
0.045,0.0,0.0,0.0022,0
0.045,0.0011,0.0007,0.001,0
0.045,0.0,0.0,0.0001,0
0.045,0.0013,0.0005,0.0027,0
0.045,0.0002,0.0,0.004,0
0.045,0.0016,0.0002,0.003,0
0.045,0.0,0.0,0.0006,0
0.045,0.0,0.0,0.0,0
0.045,0.0,0.0,0.0,0
0.045,0.0,0.0,0.0002,0
0.045,0.002,0.0014,0.004,0
0.045,0.0015,0.0,0.0056,0
0.045,0.0019,0.0001,0.0079,0
0.045,0.0015,0.0001,0.0044,0
0.045,0.0005,0.0,0.0023,0
0.045,0.0,0.0,0.0008,0
0.045,0.0013,0.0003,0.0017,0
0.045,0.0016,0.0009,0.0024,0
0.045,0.0036,0.0018,0.0084,0
0.045,0.0017,0.0,0.0056,0
0.045,0.0012,0.0,0.0038,0
0.045,0.4,0.15,0.3,1
0.045,0.3667,0.1388,0.2706,1
0.045,0.3298,0.1225,0.2393,1
0.045,0.2808,0.0974,0.207,1
0.045,0.1722,0.0307,0.1599,1
0.045,0.0248,0.0,0.1068,1
0.045,0.0001,0.0007,0.0591,1
0.045,0.0001,0.0001,0.0087,1
0.045,0.0,0.0,0.0,1
0.045,0.0,0.0,0.0,1
0.045,0.0,0.0,0.0,1
0.045,0.0,0.0,0.0,1
0.045,0.0004,0.0002,0.0,1
0.045,0.0,0.0,0.0,1
0.045,0.0022,0.0022,0.0,1
0.045,0.0,0.0,0.0,1
0.045,0.0011,0.0008,0.0,1
0.045,0.0012,0.001,0.0,1
0.045,0.001,0.0005,0.0,1
0.045,0.0008,0.0004,0.0,1
0.045,0.0,0.0,0.0,1
0.045,0.001,0.0009,0.0,1
0.045,0.0,0.0,0.0,1
0.045,0.0003,0.0,0.0,1
0.045,0.0,0.0,0.0005,1
0.045,0.0016,0.0016,0.001,1
0.045,0.0002,0.0,0.0001,1
0.045,0.0,0.0,0.0006,1
0.045,0.0006,0.0004,0.0,1
0.045,0.0005,0.0002,0.0,1
0.045,0.0,0.0,0.0,1
0.045,0.0003,0.0,0.0,1
0.045,0.001,0.0006,0.0002,1
0.045,0.0006,0.0005,0.0009,1
0.045,0.0007,0.0005,0.0002,1
0.045,0.0003,0.0003,0.0,1
0.045,0.0005,0.0004,0.0,1
0.045,0.0002,0.0004,0.0,1
0.045,0.0013,0.0009,0.0,1
0.045,0.0,0.0002,0.0,1
0.045,0.0,0.0,0.0,1
0.045,0.0,0.0,0.0001,1
0.045,0.0004,0.0,0.0,1
0.045,0.0,0.0,0.0002,1
0.045,0.0003,0.0002,0.0,1
0.045,0.0,0.0,0.0003,1
0.045,0.0004,0.0001,0.0004,1
0.045,0.0,0.0,0.0,1
0.045,0.0003,0.0002,0.0,1
0.045,0.0016,0.0004,0.0002,1
0.045,0.0003,0.0002,0.0007,1
0.045,0.0006,0.0003,0.001,1
0.045,0.0005,0.0005,0.0,1
0.045,0.0017,0.0016,0.0006,1
0.045,0.0,0.0,0.0,1
0.045,0.0008,0.0008,0.0,1
0.045,0.0003,0.0,0.0,1
